transaction_id,timestamp,customer_id,product_id,product_category,quantity,price,discount,payment_method,customer_age,customer_gender,customer_location,total_amount
TXN100185,2025-01-28 03:57:00,CUST5571,PROD-9995-NX,3D Printing,4,930.82,0.24,Cryptocurrency,44,Other,Reykjavik,2829.69
TXN100186,2025-02-28 03:48:00,CUST7263,PROD-9324-NX,Smart Home,5,150.25,0.14,Cryptocurrency,31,Female,Berlin,646.08
TXN100187,2025-02-16 05:00:00,CUST8399,PROD-9657-NX,Electric Scooters,1,113.29,0.14,Cryptocurrency,64,Other,Osaka,97.43
TXN100188,2025-02-25 10:18:00,CUST7784,PROD-9075-NX,Smart Home,1,880.62,0.04,Buy Now Pay Later,53,Non-binary,Austin,845.4
TXN100189,2025-01-19 02:31:00,CUST9159,PROD-9460-NX,3D Printing,3,607.2,0.02,Cryptocurrency,56,Non-binary,Austin,1785.17
TXN100190,2025-01-14 21:52:00,CUST7188,PROD-9477-NX,3D Printing,2,833.87,0.22,Buy Now Pay Later,33,Other,Osaka,1300.84
TXN100191,2025-02-04 00:49:00,CUST5021,PROD-9696-NX,3D Printing,5,535.92,0.15,Virtual Card,39,Female,Reykjavik,2277.66
TXN100192,2025-03-11 09:43:00,CUST7317,PROD-9529-NX,Electric Scooters,4,314.52,0.13,Buy Now Pay Later,38,Non-binary,Berlin,1094.53
TXN100193,2025-01-15 16:54:00,CUST7445,PROD-9352-NX,Pet Tech,2,987.45,0.22,UPI,38,Other,Berlin,1540.42
TXN100194,2025-02-19 02:17:00,CUST9808,PROD-9131-NX,Pet Tech,4,964.31,0.23,Wallet,25,Other,Osaka,2970.07
TXN100195,2025-02-18 06:34:00,CUST9750,PROD-9899-NX,3D Printing,3,841.27,0.05,Buy Now Pay Later,33,Other,Osaka,2397.62
TXN100196,2025-01-01 01:14:00,CUST9011,PROD-9848-NX,Wearable Health,3,344.77,0.18,Virtual Card,48,Female,Osaka,848.13
TXN100197,2025-02-24 12:24:00,CUST6217,PROD-9798-NX,Pet Tech,1,718.52,0.04,Virtual Card,59,Female,Cape Town,689.78
TXN100198,2025-01-30 12:07:00,CUST8658,PROD-9564-NX,Electric Scooters,5,449.14,0.23,UPI,27,Other,Austin,1729.19
TXN100199,2025-02-14 11:22:00,CUST9412,PROD-9655-NX,Wearable Health,4,132.61,0.2,Virtual Card,49,Other,Osaka,424.35
TXN100200,2025-01-02 18:32:00,CUST8967,PROD-9601-NX,Wearable Health,2,1102.84,0.29,Virtual Card,51,Male,Austin,1566.03
TXN100201,2025-01-11 04:22:00,CUST7827,PROD-9186-NX,Wearable Health,3,185.76,0.02,Buy Now Pay Later,26,Female,Berlin,546.13
TXN100202,2025-02-03 00:56:00,CUST7723,PROD-9786-NX,Smart Home,1,1141.53,0.02,UPI,34,Non-binary,Osaka,1118.7
TXN100203,2025-01-28 23:46:00,CUST9521,PROD-9989-NX,Wearable Health,1,549.06,0.08,Buy Now Pay Later,28,Other,Osaka,505.14
TXN100204,2025-01-22 19:05:00,CUST9451,PROD-9132-NX,Electric Scooters,4,242.53,0.08,UPI,49,Male,Berlin,892.51
TXN100205,2025-01-06 06:32:00,CUST8090,PROD-9443-NX,Smart Home,3,661.73,0.07,Cryptocurrency,27,Female,Berlin,1846.23
TXN100206,2025-01-22 22:11:00,CUST8730,PROD-9514-NX,Electric Scooters,5,1050.71,0.27,Cryptocurrency,39,Other,Austin,3835.09
TXN100207,2025-02-21 15:24:00,CUST7636,PROD-9932-NX,Smart Home,3,885.36,0.07,Cryptocurrency,34,Non-binary,Osaka,2470.15
TXN100208,2025-01-08 04:02:00,CUST6545,PROD-9889-NX,Wearable Health,4,972.71,0.08,UPI,21,Male,Austin,3579.57
TXN100209,2025-01-08 19:06:00,CUST6956,PROD-9056-NX,Wearable Health,4,799.07,0.23,Wallet,64,Female,Berlin,2461.14
TXN100210,2025-03-08 14:52:00,CUST9684,PROD-9851-NX,Pet Tech,3,838.42,0.13,Buy Now Pay Later,42,Other,Cape Town,2188.28
TXN100211,2025-02-14 05:39:00,CUST8137,PROD-9127-NX,3D Printing,4,1022.8,0.23,Buy Now Pay Later,38,Non-binary,Osaka,3150.22
TXN100212,2025-01-07 07:11:00,CUST6913,PROD-9530-NX,Electric Scooters,3,318.36,0.02,Buy Now Pay Later,54,Female,Reykjavik,935.98
TXN100213,2025-03-11 05:33:00,CUST8365,PROD-9156-NX,Wearable Health,2,600.07,0.15,Buy Now Pay Later,55,Other,Osaka,1020.12
TXN100214,2025-02-18 11:42:00,CUST5357,PROD-9311-NX,Wearable Health,3,284.92,0.01,Wallet,18,Other,Berlin,846.21
TXN100215,2025-01-12 10:43:00,CUST7606,PROD-9168-NX,Pet Tech,3,1185.51,0.02,Virtual Card,42,Female,Cape Town,3485.4
TXN100216,2025-01-12 16:28:00,CUST8874,PROD-9165-NX,Electric Scooters,4,1134.27,0.27,UPI,53,Non-binary,Austin,3312.07
TXN100217,2025-03-02 01:14:00,CUST8123,PROD-9330-NX,Pet Tech,4,71.33,0.04,UPI,34,Male,Cape Town,273.91
TXN100218,2025-02-13 06:16:00,CUST8162,PROD-9957-NX,Electric Scooters,1,854.05,0.16,Wallet,58,Female,Cape Town,717.4
TXN100219,2025-02-20 01:03:00,CUST6246,PROD-9726-NX,Smart Home,1,1112.17,0.12,Virtual Card,41,Non-binary,Cape Town,978.71
TXN100220,2025-01-16 00:43:00,CUST9057,PROD-9230-NX,Pet Tech,2,237.18,0.1,Cryptocurrency,19,Male,Reykjavik,426.92
TXN100221,2025-01-25 03:01:00,CUST5303,PROD-9354-NX,Electric Scooters,1,692.34,0.27,Cryptocurrency,57,Female,Austin,505.41
TXN100222,2025-02-18 00:43:00,CUST6034,PROD-9970-NX,Wearable Health,3,1100.7,0.01,UPI,32,Non-binary,Osaka,3269.08
TXN100223,2025-02-25 05:07:00,CUST9114,PROD-9963-NX,Electric Scooters,4,64.89,0.2,Buy Now Pay Later,49,Female,Berlin,207.65
TXN100224,2025-02-08 12:21:00,CUST9834,PROD-9531-NX,Electric Scooters,1,844.47,0.29,Wallet,56,Other,Austin,599.57
TXN100225,2025-01-20 06:40:00,CUST7719,PROD-9916-NX,Smart Home,1,374.39,0.17,UPI,23,Non-binary,Osaka,310.74
TXN100226,2025-02-19 02:06:00,CUST5822,PROD-9290-NX,Electric Scooters,2,1111.17,0.28,Wallet,18,Female,Berlin,1600.08
TXN100227,2025-03-10 17:54:00,CUST8606,PROD-9866-NX,Electric Scooters,2,1165.99,0.02,Wallet,64,Female,Osaka,2285.34
TXN100228,2025-03-08 10:33:00,CUST5816,PROD-9080-NX,Wearable Health,3,1134.51,0.13,Buy Now Pay Later,40,Other,Osaka,2961.07
TXN100229,2025-03-04 19:02:00,CUST9308,PROD-9256-NX,Smart Home,4,582.2,0.08,UPI,56,Female,Cape Town,2142.5
TXN100230,2025-01-19 07:25:00,CUST8743,PROD-9201-NX,Electric Scooters,2,1037.9,0.22,UPI,34,Non-binary,Osaka,1619.12
TXN100231,2025-03-06 21:27:00,CUST5125,PROD-9650-NX,Electric Scooters,1,1017.35,0.29,Virtual Card,51,Female,Reykjavik,722.32
TXN100232,2025-01-29 08:57:00,CUST6180,PROD-9979-NX,Smart Home,4,399.94,0.08,Buy Now Pay Later,58,Female,Berlin,1471.78
TXN100233,2025-02-06 07:36:00,CUST8358,PROD-9564-NX,3D Printing,4,998.98,0.2,Buy Now Pay Later,46,Other,Cape Town,3196.74
TXN100234,2025-03-03 03:19:00,CUST6264,PROD-9281-NX,Pet Tech,1,68.48,0.06,Virtual Card,26,Female,Austin,64.37
TXN100235,2025-03-01 03:40:00,CUST5612,PROD-9128-NX,Wearable Health,2,725.62,0.17,Wallet,30,Female,Berlin,1204.53
TXN100236,2025-02-03 23:44:00,CUST8846,PROD-9640-NX,Smart Home,1,295.26,0.14,Virtual Card,23,Female,Austin,253.92
TXN100237,2025-02-09 21:02:00,CUST7171,PROD-9310-NX,Smart Home,4,166.67,0.29,Cryptocurrency,23,Male,Osaka,473.34
TXN100238,2025-02-17 02:39:00,CUST7773,PROD-9629-NX,Pet Tech,5,115.42,0.18,UPI,37,Other,Cape Town,473.22
TXN100239,2025-02-11 02:17:00,CUST8256,PROD-9546-NX,Pet Tech,5,843.14,0.1,UPI,20,Male,Reykjavik,3794.13
TXN100240,2025-01-12 00:20:00,CUST5657,PROD-9095-NX,Pet Tech,3,424.35,0.03,UPI,34,Other,Cape Town,1234.86
TXN100241,2025-01-23 13:33:00,CUST7691,PROD-9514-NX,Smart Home,1,876.6,0.05,Virtual Card,29,Male,Cape Town,832.77
TXN100242,2025-01-21 10:51:00,CUST9371,PROD-9656-NX,Smart Home,1,101.79,0.07,Virtual Card,64,Other,Osaka,94.66
TXN100243,2025-01-06 19:52:00,CUST8113,PROD-9172-NX,Pet Tech,3,395.47,0.08,Buy Now Pay Later,62,Male,Berlin,1091.5
TXN100244,2025-01-31 18:33:00,CUST7594,PROD-9606-NX,Pet Tech,3,658.9,0.26,Wallet,18,Other,Cape Town,1462.76
TXN100245,2025-01-02 21:57:00,CUST8997,PROD-9964-NX,Wearable Health,3,954.1,0.17,Virtual Card,34,Non-binary,Osaka,2375.71
TXN100246,2025-02-23 13:10:00,CUST9432,PROD-9594-NX,3D Printing,4,399.53,0.16,Buy Now Pay Later,20,Other,Berlin,1342.42
TXN100247,2025-02-20 10:03:00,CUST5294,PROD-9157-NX,Smart Home,1,760.42,0.03,Buy Now Pay Later,43,Male,Reykjavik,737.61
TXN100248,2025-01-21 22:41:00,CUST5560,PROD-9175-NX,Pet Tech,4,1066.02,0.26,Buy Now Pay Later,32,Female,Berlin,3155.42
TXN100249,2025-02-23 13:28:00,CUST6923,PROD-9674-NX,Wearable Health,3,748.64,0.22,Buy Now Pay Later,53,Non-binary,Cape Town,1751.82
TXN100250,2025-01-21 01:04:00,CUST7354,PROD-9639-NX,Wearable Health,1,298.73,0.02,Wallet,49,Female,Cape Town,292.76
TXN100251,2025-01-01 15:42:00,CUST6863,PROD-9737-NX,Pet Tech,4,53.67,0.21,UPI,49,Non-binary,Reykjavik,169.6
TXN100252,2025-01-07 11:05:00,CUST5740,PROD-9923-NX,3D Printing,4,1047.37,0.16,Wallet,21,Other,Reykjavik,3519.16
TXN100253,2025-03-06 10:18:00,CUST8555,PROD-9619-NX,Electric Scooters,3,49.99,0.02,Cryptocurrency,35,Male,Cape Town,146.97
TXN100254,2025-02-27 10:39:00,CUST5806,PROD-9345-NX,Pet Tech,1,1052.77,0.14,Virtual Card,36,Male,Reykjavik,905.38
TXN100255,2025-01-06 08:36:00,CUST5823,PROD-9862-NX,Wearable Health,3,646.5,0.15,Buy Now Pay Later,60,Female,Reykjavik,1648.58
TXN100256,2025-01-21 20:07:00,CUST8634,PROD-9946-NX,Smart Home,1,1128.4,0.05,Cryptocurrency,52,Female,Osaka,1071.98
TXN100257,2025-01-07 03:14:00,CUST6362,PROD-9577-NX,Electric Scooters,5,963.57,0.28,UPI,57,Female,Cape Town,3468.85
TXN100258,2025-01-03 20:37:00,CUST7453,PROD-9042-NX,Electric Scooters,2,1197.57,0.25,UPI,31,Other,Osaka,1796.36
TXN100259,2025-01-31 01:49:00,CUST5237,PROD-9845-NX,Smart Home,2,437.09,0.2,Virtual Card,50,Non-binary,Reykjavik,699.34
TXN100260,2025-01-07 10:47:00,CUST5376,PROD-9884-NX,Smart Home,2,926.45,0.14,Buy Now Pay Later,31,Non-binary,Reykjavik,1593.49
TXN100261,2025-02-16 19:11:00,CUST7657,PROD-9029-NX,Electric Scooters,3,497.27,0.12,Cryptocurrency,51,Non-binary,Austin,1312.79
TXN100262,2025-01-22 15:55:00,CUST5459,PROD-9083-NX,Electric Scooters,5,588.85,0.2,Cryptocurrency,21,Non-binary,Reykjavik,2355.4
TXN100263,2025-01-26 08:20:00,CUST7403,PROD-9046-NX,Wearable Health,1,762.32,0.16,Virtual Card,41,Female,Reykjavik,640.35
TXN100264,2025-03-02 21:24:00,CUST7936,PROD-9971-NX,Electric Scooters,4,1051.57,0.02,Buy Now Pay Later,46,Other,Austin,4122.15
TXN100265,2025-02-14 04:24:00,CUST8070,PROD-9656-NX,3D Printing,1,1181.3,0.15,UPI,36,Non-binary,Osaka,1004.1
TXN100266,2025-01-20 12:00:00,CUST8528,PROD-9789-NX,Wearable Health,4,927.72,0.24,Virtual Card,23,Male,Reykjavik,2820.27
TXN100267,2025-02-19 01:58:00,CUST6192,PROD-9590-NX,Pet Tech,1,515.88,0.14,Wallet,50,Female,Austin,443.66
TXN100268,2025-01-13 01:02:00,CUST7000,PROD-9271-NX,Wearable Health,5,520.09,0.02,Virtual Card,57,Female,Berlin,2548.44
TXN100269,2025-03-07 20:11:00,CUST9351,PROD-9666-NX,Pet Tech,4,891.66,0.24,UPI,36,Male,Austin,2710.65
TXN100270,2025-02-21 23:27:00,CUST8375,PROD-9215-NX,Smart Home,3,305.56,0.06,UPI,18,Other,Osaka,861.68
TXN100271,2025-02-22 10:45:00,CUST9636,PROD-9785-NX,Smart Home,1,154.81,0.08,Buy Now Pay Later,22,Female,Osaka,142.43
TXN100272,2025-02-13 00:33:00,CUST6475,PROD-9585-NX,Electric Scooters,1,441.68,0.05,Wallet,44,Female,Cape Town,419.6
TXN100273,2025-01-23 02:50:00,CUST6392,PROD-9426-NX,3D Printing,4,362.51,0.1,Wallet,33,Female,Cape Town,1305.04
TXN100274,2025-02-13 01:13:00,CUST6434,PROD-9632-NX,Electric Scooters,3,373.16,0.23,Wallet,23,Male,Osaka,862.0
TXN100275,2025-02-07 01:14:00,CUST5646,PROD-9654-NX,3D Printing,3,299.49,0.16,Virtual Card,57,Male,Osaka,754.71
TXN100276,2025-01-18 07:57:00,CUST9992,PROD-9031-NX,Pet Tech,5,74.46,0.06,UPI,30,Male,Berlin,349.96
TXN100277,2025-01-09 14:03:00,CUST8133,PROD-9509-NX,Pet Tech,3,46.0,0.26,Buy Now Pay Later,52,Male,Austin,102.12
TXN100278,2025-01-09 19:44:00,CUST6972,PROD-9910-NX,3D Printing,3,1185.57,0.26,Buy Now Pay Later,36,Male,Austin,2631.97
TXN100279,2025-03-01 23:34:00,CUST9076,PROD-9642-NX,Wearable Health,3,527.63,0.26,Cryptocurrency,29,Other,Osaka,1171.34
TXN100280,2025-02-09 05:38:00,CUST9777,PROD-9558-NX,Pet Tech,2,476.58,0.07,Wallet,33,Female,Reykjavik,886.44
TXN100281,2025-02-02 05:58:00,CUST6172,PROD-9296-NX,Electric Scooters,5,823.59,0.14,Virtual Card,60,Female,Berlin,3541.44
TXN100282,2025-02-08 13:19:00,CUST6902,PROD-9657-NX,Wearable Health,1,281.45,0.3,Buy Now Pay Later,27,Male,Osaka,197.02
TXN100283,2025-02-07 10:03:00,CUST8777,PROD-9979-NX,Wearable Health,4,1141.2,0.23,Virtual Card,42,Other,Berlin,3514.9
TXN100284,2025-02-12 12:13:00,CUST7080,PROD-9309-NX,Pet Tech,1,948.96,0.01,Wallet,37,Female,Reykjavik,939.47
TXN100285,2025-03-08 08:41:00,CUST8764,PROD-9494-NX,Smart Home,5,130.06,0.02,Wallet,48,Non-binary,Austin,637.29
TXN100286,2025-01-05 22:20:00,CUST7091,PROD-9250-NX,Electric Scooters,4,515.66,0.14,Virtual Card,21,Male,Austin,1773.87
TXN100287,2025-03-03 06:59:00,CUST5076,PROD-9824-NX,Electric Scooters,5,1057.96,0.27,UPI,61,Female,Cape Town,3861.55
TXN100288,2025-03-01 11:29:00,CUST8811,PROD-9826-NX,Wearable Health,3,1135.06,0.16,UPI,40,Other,Austin,2860.35
TXN100289,2025-02-28 19:36:00,CUST7356,PROD-9701-NX,Wearable Health,4,574.2,0.15,UPI,19,Other,Reykjavik,1952.28
TXN100290,2025-01-09 22:59:00,CUST9477,PROD-9415-NX,3D Printing,3,745.76,0.03,Wallet,39,Male,Cape Town,2170.16
TXN100291,2025-01-06 12:24:00,CUST6294,PROD-9304-NX,Wearable Health,1,221.26,0.2,Buy Now Pay Later,54,Other,Reykjavik,177.01
TXN100292,2025-02-06 15:32:00,CUST5605,PROD-9464-NX,Electric Scooters,1,1189.62,0.25,Buy Now Pay Later,25,Female,Austin,892.21
TXN100293,2025-03-08 06:48:00,CUST8618,PROD-9074-NX,Electric Scooters,4,297.21,0.11,UPI,24,Male,Austin,1058.07
TXN100294,2025-01-31 21:13:00,CUST7830,PROD-9705-NX,Wearable Health,4,1132.71,0.23,Virtual Card,31,Female,Reykjavik,3488.75
TXN100295,2025-01-10 22:42:00,CUST9813,PROD-9061-NX,Electric Scooters,5,788.33,0.29,UPI,20,Other,Reykjavik,2798.57
TXN100296,2025-01-23 15:11:00,CUST7450,PROD-9161-NX,3D Printing,5,739.09,0.06,Buy Now Pay Later,33,Non-binary,Reykjavik,3473.72
TXN100297,2025-01-18 10:32:00,CUST8475,PROD-9450-NX,Smart Home,3,627.41,0.16,Virtual Card,36,Female,Cape Town,1581.07
TXN100298,2025-01-18 07:31:00,CUST7048,PROD-9425-NX,3D Printing,4,296.04,0.09,Virtual Card,35,Female,Reykjavik,1077.59
TXN100299,2025-02-18 19:32:00,CUST8742,PROD-9495-NX,Smart Home,1,232.42,0.24,Cryptocurrency,33,Male,Cape Town,176.64
TXN100300,2025-02-10 20:00:00,CUST7474,PROD-9475-NX,Wearable Health,5,284.07,0.17,Cryptocurrency,25,Male,Osaka,1178.89
TXN100301,2025-01-13 18:13:00,CUST6631,PROD-9208-NX,Smart Home,5,244.06,0.19,Wallet,50,Male,Osaka,988.44
TXN100302,2025-02-08 09:36:00,CUST8151,PROD-9348-NX,Wearable Health,1,941.01,0.24,Virtual Card,29,Female,Reykjavik,715.17
TXN100303,2025-01-17 16:50:00,CUST8958,PROD-9621-NX,3D Printing,5,436.4,0.12,Wallet,28,Other,Berlin,1920.16
TXN100304,2025-01-26 08:29:00,CUST5873,PROD-9147-NX,Electric Scooters,3,92.97,0.27,Virtual Card,22,Other,Berlin,203.6
TXN100305,2025-02-12 02:37:00,CUST6943,PROD-9320-NX,Wearable Health,4,1163.7,0.16,Cryptocurrency,44,Other,Osaka,3910.03
TXN100306,2025-01-23 17:42:00,CUST8124,PROD-9882-NX,3D Printing,1,1063.45,0.05,Cryptocurrency,29,Male,Austin,1010.28
TXN100307,2025-01-07 20:40:00,CUST9685,PROD-9735-NX,Smart Home,4,1115.11,0.21,Wallet,34,Male,Osaka,3523.75
TXN100308,2025-02-10 08:02:00,CUST7940,PROD-9326-NX,3D Printing,5,1194.02,0.24,Virtual Card,23,Female,Cape Town,4537.28
TXN100309,2025-02-20 02:12:00,CUST9708,PROD-9751-NX,Wearable Health,5,229.33,0.1,Virtual Card,50,Non-binary,Cape Town,1031.99
TXN100310,2025-01-09 21:53:00,CUST7423,PROD-9881-NX,Wearable Health,1,490.58,0.26,UPI,22,Other,Berlin,363.03
TXN100311,2025-01-05 14:30:00,CUST7418,PROD-9353-NX,Smart Home,3,915.93,0.27,Cryptocurrency,45,Non-binary,Reykjavik,2005.89
TXN100312,2025-03-01 08:37:00,CUST5179,PROD-9998-NX,Electric Scooters,2,842.82,0.08,UPI,31,Non-binary,Osaka,1550.79
TXN100313,2025-02-19 04:55:00,CUST8242,PROD-9408-NX,Electric Scooters,1,205.83,0.3,Buy Now Pay Later,22,Female,Austin,144.08
TXN100314,2025-01-02 08:14:00,CUST7248,PROD-9133-NX,Smart Home,2,983.6,0.04,UPI,50,Male,Austin,1888.51
TXN100315,2025-01-09 11:44:00,CUST5066,PROD-9778-NX,Pet Tech,2,288.72,0.06,UPI,58,Male,Osaka,542.79
TXN100316,2025-03-10 14:11:00,CUST9636,PROD-9379-NX,Electric Scooters,3,287.99,0.06,UPI,36,Non-binary,Berlin,812.13
TXN100317,2025-01-22 12:22:00,CUST5401,PROD-9527-NX,Pet Tech,2,655.94,0.27,Cryptocurrency,39,Female,Osaka,957.67
TXN100318,2025-01-16 03:18:00,CUST9967,PROD-9575-NX,Pet Tech,2,721.7,0.2,UPI,22,Non-binary,Reykjavik,1154.72
TXN100319,2025-02-06 23:49:00,CUST9069,PROD-9108-NX,Pet Tech,3,706.6,0.05,Cryptocurrency,19,Other,Austin,2013.81
TXN100320,2025-02-14 04:53:00,CUST7344,PROD-9326-NX,Pet Tech,2,132.5,0.13,Cryptocurrency,47,Female,Cape Town,230.55
TXN100321,2025-02-13 19:32:00,CUST6885,PROD-9247-NX,3D Printing,2,1056.02,0.18,Buy Now Pay Later,64,Non-binary,Osaka,1731.87
TXN100322,2025-01-20 10:56:00,CUST9973,PROD-9477-NX,3D Printing,2,337.08,0.03,UPI,56,Other,Reykjavik,653.94
TXN100323,2025-02-06 12:05:00,CUST7886,PROD-9125-NX,Pet Tech,1,177.18,0.26,Buy Now Pay Later,21,Male,Cape Town,131.11
TXN100324,2025-01-06 08:05:00,CUST6794,PROD-9273-NX,Smart Home,1,1069.28,0.24,Cryptocurrency,50,Other,Berlin,812.65
TXN100325,2025-01-15 23:39:00,CUST6557,PROD-9460-NX,3D Printing,1,1147.89,0.15,Virtual Card,30,Non-binary,Osaka,975.71
TXN100326,2025-02-04 11:52:00,CUST7053,PROD-9253-NX,Wearable Health,3,1038.0,0.29,Buy Now Pay Later,37,Male,Osaka,2210.94
TXN100327,2025-01-01 04:42:00,CUST6120,PROD-9144-NX,3D Printing,5,976.18,0.13,Wallet,24,Non-binary,Cape Town,4246.38
TXN100328,2025-02-05 12:53:00,CUST5795,PROD-9099-NX,Pet Tech,2,794.91,0.3,Virtual Card,32,Other,Berlin,1112.87
TXN100329,2025-01-25 03:20:00,CUST5322,PROD-9051-NX,3D Printing,2,672.26,0.2,Cryptocurrency,40,Female,Cape Town,1075.62
TXN100330,2025-02-11 09:58:00,CUST7530,PROD-9297-NX,Smart Home,3,127.21,0.19,Wallet,31,Non-binary,Cape Town,309.12
TXN100331,2025-01-26 23:08:00,CUST8611,PROD-9968-NX,Electric Scooters,2,504.93,0.05,Wallet,40,Male,Cape Town,959.37
TXN100332,2025-02-08 12:04:00,CUST5273,PROD-9393-NX,Wearable Health,1,462.91,0.26,Cryptocurrency,36,Female,Cape Town,342.55
TXN100333,2025-03-05 09:43:00,CUST9747,PROD-9884-NX,Smart Home,5,330.21,0.13,Virtual Card,46,Non-binary,Osaka,1436.41
TXN100334,2025-03-08 11:48:00,CUST7988,PROD-9630-NX,Wearable Health,4,875.02,0.05,Virtual Card,37,Male,Osaka,3325.08
TXN100335,2025-02-20 14:05:00,CUST6076,PROD-9428-NX,Pet Tech,2,607.65,0.0,Virtual Card,46,Non-binary,Cape Town,1215.3
TXN100336,2025-03-02 05:52:00,CUST5738,PROD-9254-NX,Wearable Health,1,120.23,0.17,Virtual Card,41,Non-binary,Reykjavik,99.79
TXN100337,2025-03-07 09:23:00,CUST7417,PROD-9985-NX,Wearable Health,4,283.72,0.16,Cryptocurrency,35,Female,Osaka,953.3
TXN100338,2025-02-14 07:08:00,CUST7676,PROD-9886-NX,3D Printing,5,827.83,0.22,Virtual Card,27,Other,Austin,3228.54
TXN100339,2025-01-15 02:09:00,CUST8403,PROD-9923-NX,Electric Scooters,4,114.45,0.27,Wallet,58,Other,Osaka,334.19
TXN100340,2025-01-18 06:50:00,CUST6438,PROD-9163-NX,Wearable Health,1,1025.17,0.02,UPI,25,Female,Reykjavik,1004.67
TXN100341,2025-01-28 00:10:00,CUST6644,PROD-9833-NX,Smart Home,4,606.8,0.22,UPI,43,Other,Osaka,1893.22
TXN100342,2025-01-20 19:34:00,CUST6082,PROD-9335-NX,Smart Home,3,589.69,0.06,Wallet,46,Other,Berlin,1662.93
TXN100343,2025-01-06 07:45:00,CUST9418,PROD-9956-NX,Electric Scooters,4,721.08,0.26,Virtual Card,27,Male,Berlin,2134.4
TXN100344,2025-02-22 17:14:00,CUST7997,PROD-9591-NX,Wearable Health,2,994.0,0.25,Cryptocurrency,34,Non-binary,Reykjavik,1491.0
TXN100345,2025-03-08 23:14:00,CUST9348,PROD-9738-NX,Pet Tech,2,433.68,0.16,Cryptocurrency,19,Other,Berlin,728.58
TXN100346,2025-02-19 08:26:00,CUST9110,PROD-9320-NX,Wearable Health,3,821.67,0.21,Wallet,23,Male,Austin,1947.36
TXN100347,2025-01-06 13:09:00,CUST7232,PROD-9194-NX,Electric Scooters,1,689.74,0.09,Buy Now Pay Later,22,Male,Cape Town,627.66
TXN100348,2025-03-10 01:58:00,CUST6347,PROD-9781-NX,Electric Scooters,2,338.76,0.14,UPI,45,Female,Osaka,582.67
TXN100349,2025-01-29 13:04:00,CUST7105,PROD-9163-NX,Pet Tech,5,1057.39,0.25,Buy Now Pay Later,58,Male,Berlin,3965.21
TXN100350,2025-01-06 04:52:00,CUST8947,PROD-9510-NX,Wearable Health,2,961.98,0.14,Cryptocurrency,22,Other,Cape Town,1654.61
TXN100351,2025-01-05 13:32:00,CUST7417,PROD-9527-NX,Wearable Health,2,798.68,0.11,Virtual Card,35,Female,Berlin,1421.65
TXN100352,2025-02-23 04:09:00,CUST7774,PROD-9478-NX,Smart Home,1,1024.43,0.15,Buy Now Pay Later,43,Male,Cape Town,870.77
TXN100353,2025-02-13 09:33:00,CUST5943,PROD-9510-NX,3D Printing,4,1044.07,0.25,Cryptocurrency,37,Male,Osaka,3132.21
TXN100354,2025-02-15 18:29:00,CUST8836,PROD-9900-NX,Pet Tech,2,857.33,0.1,Cryptocurrency,58,Other,Osaka,1543.19
TXN100355,2025-02-18 08:15:00,CUST5616,PROD-9315-NX,Electric Scooters,3,1008.49,0.05,UPI,44,Female,Cape Town,2874.2
TXN100356,2025-01-15 07:55:00,CUST6153,PROD-9509-NX,3D Printing,4,844.53,0.21,Virtual Card,29,Non-binary,Berlin,2668.71
TXN100357,2025-01-06 04:15:00,CUST6848,PROD-9023-NX,Smart Home,5,824.17,0.25,Virtual Card,24,Non-binary,Cape Town,3090.64
TXN100358,2025-02-16 05:22:00,CUST8255,PROD-9092-NX,3D Printing,1,751.87,0.03,Virtual Card,20,Female,Austin,729.31
TXN100359,2025-01-08 07:00:00,CUST9565,PROD-9967-NX,Wearable Health,5,909.44,0.07,Virtual Card,27,Female,Osaka,4228.9
TXN100360,2025-01-17 21:56:00,CUST7996,PROD-9402-NX,Electric Scooters,4,211.36,0.04,Wallet,51,Non-binary,Austin,811.62
TXN100361,2025-01-07 05:41:00,CUST5739,PROD-9517-NX,Electric Scooters,4,1060.02,0.1,Cryptocurrency,42,Non-binary,Austin,3816.07
TXN100362,2025-02-24 03:52:00,CUST8232,PROD-9468-NX,Wearable Health,4,1049.42,0.14,UPI,52,Male,Cape Town,3610.0
TXN100363,2025-01-07 04:27:00,CUST5114,PROD-9989-NX,Pet Tech,5,59.37,0.22,Virtual Card,33,Other,Berlin,231.54
TXN100364,2025-03-03 11:01:00,CUST7166,PROD-9246-NX,Electric Scooters,4,995.33,0.2,Wallet,19,Non-binary,Cape Town,3185.06
TXN100365,2025-01-22 09:48:00,CUST9395,PROD-9220-NX,Smart Home,5,176.42,0.19,Cryptocurrency,41,Female,Berlin,714.5
TXN100366,2025-02-06 18:03:00,CUST6012,PROD-9597-NX,Wearable Health,4,418.76,0.11,UPI,27,Male,Berlin,1490.79
TXN100367,2025-01-11 21:53:00,CUST8725,PROD-9361-NX,Pet Tech,3,898.62,0.25,UPI,55,Male,Cape Town,2021.9
TXN100368,2025-02-21 20:28:00,CUST8019,PROD-9049-NX,Smart Home,4,213.89,0.14,Cryptocurrency,39,Female,Cape Town,735.78
TXN100369,2025-01-23 09:51:00,CUST7147,PROD-9051-NX,Smart Home,5,986.11,0.29,Buy Now Pay Later,43,Other,Reykjavik,3500.69
TXN100370,2025-02-22 16:40:00,CUST9788,PROD-9288-NX,Wearable Health,2,1002.76,0.19,UPI,60,Female,Cape Town,1624.47
